Date,Open,High,Low,Close,Adj Close,Volume
2018-09-17,1170.140015,1177.239990,1154.030029,1156.050049,1156.050049,1306500
2018-09-18,1157.089966,1176.079956,1157.089966,1161.219971,1161.219971,1203600
2018-09-19,1164.979980,1173.209961,1154.579956,1171.089966,1171.089966,1185300
